,,,,Overall,,,,,,,PP,,SH,,Defense,
Player Name,Team,Pos,Games,G,A,Pts,+/-,PIM,SOG,GWG,G,A,G,A,Hits,BS
Andre Benoit,FA,D,59,1,8,9,-19,20,45,0,0,1,1,0,38,98
Braydon Coburn,TB,D,43,1,10,11,2,25,46,0,0,0,0,0,62,66
Brian Dumoulin,PIT,D,8,1,0,1,0,2,4,0,0,0,0,0,11,9
Ryan Murray,CLS,D,12,1,2,3,1,8,8,0,1,0,0,0,5,11
Rocco Grimaldi,NSH,C,7,1,0,1,1,4,18,0,0,0,0,0,7,1
Josh Leivo,VAN,LW,9,1,0,1,-1,4,10,0,0,0,0,0,5,0
Iiro Pakarinen,FA,RW,17,1,2,3,-4,2,34,0,0,2,0,0,51,3
Nathan Beaulieu,WPG,D,64,1,8,9,6,45,62,0,0,2,0,0,50,69
Drew Shore,FA,C,11,1,2,3,-5,0,13,0,0,0,0,0,10,4
Liam O'Brien,WAS,C,13,1,1,2,4,23,16,0,0,0,0,0,35,0
Kael Mouillierat,FA,LW,6,1,1,2,-3,8,1,0,0,0,0,0,8,3
Cody McCormick,FA,C,33,1,3,4,-9,40,31,0,0,0,1,0,77,29
Dan Cleary,FA,LW,17,1,1,2,-4,6,17,0,0,0,0,0,21,9
Shawn Thornton,FA,LW,46,1,4,5,-13,50,53,0,0,0,0,0,93,5
Dan Hamhuis,NSH,D,59,1,22,23,0,44,82,0,1,2,0,0,82,71
Marc Methot,FA,D,45,1,10,11,22,18,49,0,0,0,0,0,94,70
Clayton Stoner,FA,D,69,1,7,8,-2,68,68,1,0,0,0,0,128,84
Jared Boll,FA,RW,72,1,4,5,-13,109,28,0,0,0,0,0,131,17
Zach Sill,FA,RW,63,1,3,4,-5,84,43,0,0,0,0,0,173,27
Anthony Duclair,OTT,LW,18,1,6,7,4,4,18,0,0,1,0,0,6,5
Nick Shore,WPG,C,34,1,6,7,0,10,33,0,0,1,0,0,51,14
Reid Boucher,FA,RW,11,1,0,1,-4,0,20,0,0,0,0,0,9,5
Tim Schaller,LA,C,18,1,1,2,-5,2,19,0,0,0,0,0,44,14
Andrew Miller,FA,RW,9,1,5,6,-2,0,14,0,0,0,0,0,7,6
Martin Marincin,TOR,D,41,1,4,5,-4,16,38,0,0,0,0,0,17,59
Joey Hishon,FA,C,13,1,1,2,-1,0,19,1,0,0,0,0,3,7
Corey Tropp,ANH,RW,61,1,7,8,-14,76,22,0,0,0,0,0,80,28
Stephane Veilleux,FA,LW,12,1,1,2,0,10,9,1,0,0,0,0,9,8
Adam Burish,FA,RW,20,1,2,3,-6,33,22,0,0,0,0,0,11,19
Jan Hejda,FA,D,81,1,12,13,-12,42,84,0,0,0,0,1,170,140
Justin Braun,PHI,D,70,1,22,23,8,48,94,0,0,2,0,0,79,130
Landon Ferraro,FA,RW,3,1,0,1,1,0,4,1,0,0,0,0,3,3
Brandon Davidson,SJ,D,12,1,0,1,-5,0,7,0,0,0,0,0,18,22
Bryan Rust,PIT,RW,14,1,1,2,-3,4,34,0,0,0,0,0,21,3
Stanislav Galiev,FA,RW,2,1,0,1,1,0,2,0,0,0,0,0,3,0
Olli Maatta,CHI,D,20,1,8,9,1,10,27,0,0,2,0,0,18,33
Bryan Lerg,FA,LW,2,1,0,1,-1,0,8,1,0,0,0,0,3,0
Brandon Bollig,FA,LW,62,1,4,5,-9,88,67,0,0,0,0,0,137,23
Mark Barberio,COL,D,52,1,6,7,-4,16,53,0,0,0,0,0,35,46
Tim Gleason,FA,D,72,1,8,9,-13,55,54,0,0,0,0,0,167,108
Craig Adams,FA,RW,70,1,6,7,-1,44,51,1,0,0,0,1,183,29
Ryane Clowe,FA,LW,13,1,3,4,-1,4,15,0,0,0,0,0,21,1
Robert Scuderi,FA,D,82,1,9,10,9,17,52,0,0,0,0,1,41,110
Michal Rozsival,FA,D,65,1,12,13,0,22,56,0,0,0,0,0,103,87
Ryan Hamilton,FA,LW,16,1,1,2,-8,6,12,0,1,0,0,0,27,13
Tanner Glass,FA,LW,66,1,5,6,-12,98,53,0,0,0,0,0,213,32
Colin Greening,FA,LW,26,1,0,1,-5,29,39,0,0,0,0,0,85,14
Jamie Oleksiak,DAL,D,36,1,7,8,0,8,36,0,0,0,0,0,82,46
Joe Morrow,FA,D,15,1,0,1,3,4,20,0,0,0,0,0,18,22
Michael Chaput,ARI,C,33,1,4,5,-8,21,23,0,0,0,0,0,59,20
Sam Carrick,ANH,C,16,1,1,2,1,9,17,0,0,0,0,0,30,1
Borna Rendulic,FA,RW,11,1,1,2,1,6,6,0,0,0,0,0,22,3
Chris Brown,PIT,C,5,1,0,1,1,2,4,0,0,0,0,0,6,1
Brad Hunt,MIN,D,11,1,2,3,-6,0,20,0,1,0,0,0,8,10
Adam Clendening,CLS,D,21,1,3,4,2,10,17,0,1,2,0,0,9,22
Brett Kulak,MON,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Jayson Megna,COL,LW,12,0,1,1,-2,14,13,0,0,0,0,0,40,8
Matt Lindblad,FA,RW,2,0,0,0,0,0,3,0,0,0,0,0,2,0
Kevin Fiala,MIN,LW,1,0,0,0,-1,0,3,0,0,0,0,0,0,1
Jake McCabe,BUF,D,2,0,0,0,0,0,2,0,0,0,0,0,4,1
Valeri Nichushkin,COL,LW,8,0,1,1,-5,2,6,0,0,0,0,0,7,1
Tyler Gaudet,TOR,C,2,0,0,0,-1,0,1,0,0,0,0,0,2,1
Mike Sislo,FA,RW,10,0,1,1,-2,2,13,0,0,0,0,0,12,2
Ben Street,NJ,C,3,0,0,0,0,0,4,0,0,0,0,0,3,0
Brandon DeFazio,FA,LW,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Stuart Percy,FA,D,9,0,3,3,-4,2,13,0,0,2,0,0,14,13
Scott Harrington,CLS,D,10,0,0,0,-10,4,9,0,0,0,0,0,12,10
Keegan Lowe,EDM,D,2,0,0,0,-2,10,0,0,0,0,0,0,3,4
Brandon Manning,EDM,D,11,0,3,3,3,7,10,0,0,0,0,0,19,13
Greg Pateryn,MIN,D,17,0,0,0,0,6,10,0,0,0,0,0,48,18
Jarred Tinordi,NSH,D,13,0,2,2,-5,19,5,0,0,0,0,0,20,18
Mark Alt,COL,D,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Max Reinhart,FA,C,4,0,0,0,-3,0,3,0,0,0,0,0,1,3
Aaron Volpatti,FA,LW,2,0,0,0,0,0,1,0,0,0,0,0,3,1
Victor Bartley,FA,D,37,0,10,10,1,26,28,0,0,0,0,0,77,53
Corey Potter,FA,D,6,0,0,0,-1,0,2,0,0,0,0,0,6,5
Ryan Wilson,FA,D,3,0,0,0,-3,0,3,0,0,0,0,0,6,3
Taylor Chorney,FA,D,7,0,0,0,-1,0,4,0,0,0,0,0,5,3
Travis Morin,FA,C,6,0,0,0,1,0,10,0,0,0,0,0,3,0
Brett Sutter,LA,LW,6,0,3,3,1,4,6,0,0,0,0,0,16,1
Ladislav Smid,FA,D,31,0,1,1,-12,13,21,0,0,0,0,0,51,54
David Van der Gulik,FA,RW,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Anton Volchenkov,FA,D,46,0,7,7,4,14,35,0,0,0,0,0,93,48
Adam Pardy,FA,D,55,0,9,9,9,40,29,0,0,0,0,1,74,59
Dany Heatley,FA,LW,6,0,0,0,-3,0,8,0,0,0,0,0,5,3
Brooks Orpik,FA,D,78,0,19,19,5,66,66,0,0,0,0,0,306,192
Matt Bartkowski,MIN,D,47,0,4,4,-6,37,67,0,0,0,0,0,88,24
Alex Petrovic,BOS,D,33,0,3,3,-4,34,29,0,0,0,0,0,76,34
Petr Straka,FA,RW,3,0,2,2,1,0,2,0,0,0,0,0,4,1
Oscar Lindberg,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,3,0
Michael Latta,FA,C,53,0,6,6,4,68,24,0,0,0,0,0,91,14
Micheal Haley,NYR,LW,4,0,0,0,-1,11,1,0,0,0,0,0,6,1
Slava Voynov,FA,D,6,0,2,2,0,2,5,0,0,1,0,1,11,8
Mike Kostka,FA,D,7,0,1,1,1,0,7,0,0,0,0,0,6,9
Jack Hillen,FA,D,38,0,5,5,-1,10,24,0,0,0,0,0,38,53
Conor Allen,FA,D,4,0,0,0,-1,4,2,0,0,0,0,0,6,0
Daniil Tarasov,FA,RW,5,0,1,1,2,0,5,0,0,0,0,0,2,1
Trevor van Riemsdyk,CAR,D,18,0,1,1,0,2,21,0,0,0,0,0,4,15
Viktor Arvidsson,NSH,LW,6,0,0,0,0,0,9,0,0,0,0,0,3,5
Paul Carey,BOS,RW,10,0,1,1,2,0,5,0,0,0,0,0,12,2
Nick Cousins,VGK,C,11,0,0,0,1,2,6,0,0,0,0,0,13,5
Dominik Uher,FA,C,2,0,0,0,-1,0,0,0,0,0,0,0,2,1
Scott Wilson,BUF,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Shugg,FA,RW,3,0,0,0,0,2,3,0,0,0,0,0,3,0
Ryan Bourque,NYI,C,1,0,0,0,-1,0,1,0,0,0,0,0,0,0
Duncan Siemens,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Nicklas Jensen,FA,RW,5,0,0,0,-1,0,7,0,0,0,0,0,7,4
Eric Gryba,FA,D,75,0,12,12,11,97,64,0,0,0,0,0,171,58
Jesse Blacker,FA,D,1,0,0,0,-2,0,0,0,0,0,0,0,1,1
Eric Tangradi,FA,LW,7,0,0,0,-3,17,5,0,0,0,0,0,12,4
Dana Tyrell,FA,RW,3,0,0,0,-1,0,1,0,0,0,0,0,5,3
Patrick Bordeleau,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Joe Piskula,FA,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,2
Mike Weaver,FA,D,31,0,4,4,0,6,8,0,0,0,0,0,35,61
John Ramage,FA,D,1,0,0,0,-1,0,4,0,0,0,0,0,2,1
Matt Frattin,FA,RW,9,0,0,0,0,4,6,0,0,0,0,0,4,4
Jerry D'Amigo,FA,RW,9,0,0,0,-4,2,7,0,0,0,0,0,8,7
Stefan Elliott,FA,D,5,0,0,0,-2,2,10,0,0,0,0,0,2,5
Garrett Wilson,TOR,LW,2,0,0,0,-2,0,5,0,0,0,0,0,5,1
Alexander Khokhlachev,BOS,C,3,0,0,0,-2,0,1,0,0,0,0,0,1,0
Seth Helgeson,NYI,D,22,0,2,2,4,18,11,0,0,0,0,0,42,18
Colin Smith,FA,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Shayne Gostisbehere,PHI,D,2,0,0,0,-2,0,2,0,0,0,0,0,0,1
Cameron Schilling,WPG,D,4,0,0,0,1,4,2,0,0,0,0,0,4,2
Patrick Brown,VGK,C,7,0,0,0,-4,4,4,0,0,0,0,0,11,2
Sam Reinhart,BUF,RW,9,0,1,1,-1,2,3,0,0,0,0,0,3,5
Kerby Rychel,FA,LW,5,0,3,3,3,2,4,0,0,0,0,0,11,3
Ryan Hartman,MIN,RW,5,0,0,0,-1,2,8,0,0,0,0,0,11,2
Frederic St-Denis,FA,D,4,0,1,1,-1,0,2,0,0,0,0,0,2,2
Magnus Paajarvi,FA,LW,10,0,1,1,-2,6,9,0,0,1,0,0,8,0
Blair Jones,FA,C,4,0,0,0,-4,2,0,0,0,0,0,0,7,1
Tim Sestito,FA,C,15,0,2,2,-1,33,10,0,0,0,0,0,22,3
Chris Summers,FA,D,20,0,3,3,-12,8,15,0,0,0,0,0,49,26
Jeff Schultz,FA,D,9,0,1,1,1,4,7,0,0,0,0,0,10,9
Josh Gorges,FA,D,46,0,6,6,-28,16,28,0,0,0,0,1,75,148
Ryan Craig,FA,C,2,0,0,0,0,0,2,0,0,0,0,0,2,0
Keith Ballard,FA,D,14,0,1,1,-3,26,5,0,0,0,0,0,15,20
Andrew Agozzino,ANH,LW,1,0,1,1,1,0,1,0,0,0,0,0,1,0
Dylan McIlrath,DET,D,1,0,0,0,0,9,0,0,0,0,0,0,2,3
Rasmus Rissanen,FA,D,6,0,0,0,-5,4,3,0,0,0,0,0,25,7
Philip Samuelsson,FA,D,4,0,0,0,-3,0,4,0,0,0,0,0,2,4
Greg McKegg,NYR,C,3,0,0,0,0,0,1,0,0,0,0,0,3,2
Joakim Nordstrom,BOS,C,38,0,3,3,-5,4,42,0,0,0,0,0,73,17
Anthony Bitetto,WPG,D,7,0,0,0,-1,7,2,0,0,0,0,0,9,3
Brody Sutter,FA,C,4,0,0,0,-2,0,0,0,0,0,0,0,3,2
Brendan Woods,BOS,LW,2,0,0,0,-1,0,3,0,0,0,0,0,2,0
Phillip Danault,MON,C,2,0,0,0,0,0,2,0,0,0,0,0,3,0
Brian Ferlin,FA,RW,7,0,1,1,0,0,6,0,0,0,0,0,20,0
Karl Stollery,FA,D,10,0,0,0,-1,6,9,0,0,0,0,0,23,21
Bogdan Yakimov,EDM,C,1,0,0,0,-1,0,1,0,0,0,0,0,2,0
Andrew Copp,WPG,C,1,0,1,1,2,0,4,0,0,0,0,0,0,0
Darnell Nurse,EDM,D,2,0,0,0,-2,0,2,0,0,0,0,0,5,0
Chad Ruhwedel,PIT,D,4,0,1,1,3,0,4,0,0,0,0,0,6,2
Sean Collins,FA,C,8,0,2,2,0,2,4,0,0,0,0,0,18,0
Jyrki Jokipakka,FA,D,51,0,10,10,-2,8,40,0,0,0,0,0,42,66
Griffin Reinhart,FA,D,8,0,1,1,1,6,4,0,0,0,0,0,14,8
Slater Koekkoek,CHI,D,3,0,0,0,0,2,6,0,0,0,0,0,2,3
Josh Anderson,CLS,RW,6,0,1,1,-1,2,10,0,0,0,0,0,24,2
David Musil,FA,D,4,0,2,2,-2,2,3,0,0,0,0,0,5,8
Joel Armia,MON,RW,1,0,0,0,0,0,0,0,0,0,0,0,4,0
Will Acton,FA,C,3,0,0,0,-2,5,2,0,0,0,0,0,3,3
Brian Gibbons,CAR,C,25,0,5,5,2,8,21,0,0,1,0,0,14,17
Danny Biega,FA,D,10,0,2,2,-5,0,7,0,0,0,0,0,27,7
Harry Zolnierczyk,NYR,LW,2,0,0,0,-1,0,1,0,0,0,0,0,6,1
Shane O'Brien,FA,D,9,0,1,1,-4,5,4,0,0,0,0,0,36,12
Colton Orr,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimmo Timonen,FA,D,16,0,0,0,-3,2,10,0,0,0,0,0,15,15
Bobby Robins,FA,RW,3,0,0,0,0,14,0,0,0,0,0,0,6,0
Grant Clitsome,FA,D,24,0,4,4,4,8,22,0,0,0,0,0,46,20
Julien Brouillette,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T.J. Brennan,CHI,D,6,0,1,1,-7,9,11,0,0,1,0,0,2,5
Stu Bickel,FA,D,9,0,1,1,1,46,3,0,0,0,0,0,10,9
Drayson Bowman,FA,LW,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Korbinian Holzer,NSH,D,34,0,6,6,3,25,32,0,0,0,0,0,117,53
Colby Robak,FA,D,12,0,1,1,2,2,8,0,0,0,0,0,16,10
Carl Klingberg,NYR,LW,2,0,0,0,-1,0,0,0,0,0,0,0,2,0
Jordan Martinook,CAR,LW,8,0,1,1,-3,0,8,0,0,0,0,0,14,2
Henrik Samuelsson,CHI,C,3,0,0,0,-2,2,4,0,0,0,0,0,5,0
Tyler Wotherspoon,PHI,D,1,0,0,0,-3,0,1,0,0,0,0,0,0,2
Max Friberg,MON,LW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Josh Manson,ANH,D,28,0,3,3,1,31,26,0,0,0,0,0,44,24
Brendan Shinnimin,FA,C,12,0,1,1,-1,8,10,0,0,0,0,0,12,4
Michael Sgarbossa,WAS,LW,3,0,1,1,0,10,2,0,0,0,0,0,0,1
David Warsofsky,PIT,D,4,0,1,1,1,0,7,0,0,0,0,0,2,2
Jason Akeson,FA,RW,13,0,0,0,-1,8,9,0,0,0,0,0,11,4
Jordan Oesterle,ARI,D,6,0,1,1,-4,0,7,0,0,0,0,0,2,3
Kyle Baun,FA,LW,3,0,0,0,-1,0,4,0,0,0,0,0,12,0
Dylan Reese,FA,D,1,0,0,0,-1,0,3,0,0,0,0,0,2,2
Keith Aulie,FA,D,31,0,1,1,-3,66,25,0,0,0,0,0,59,37
Tom Sestito,FA,LW,3,0,1,1,1,7,1,0,0,0,0,0,10,0
Rich Clune,TOR,LW,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Steven Oleksy,FA,D,1,0,0,0,-1,0,1,0,0,0,0,0,2,0
Tomas Vincour,FA,C,7,0,1,1,-1,2,2,0,0,0,0,0,5,4
Mat Clark,FA,D,7,0,1,1,2,6,2,0,0,0,0,0,10,5
Luke Adam,FA,LW,3,0,0,0,0,4,0,0,0,0,0,0,2,0
Eric O'Dell,FA,C,11,0,1,1,0,19,6,0,0,0,0,0,14,0
Mark Fistric,FA,D,9,0,0,0,-3,4,1,0,0,0,0,0,28,21
Mike Brown,FA,RW,12,0,0,0,0,22,11,0,0,0,0,0,42,7
Adam Cracknell,FA,C,17,0,1,1,-8,2,17,0,0,0,0,0,43,6
Andrej Sustr,FA,D,72,0,13,13,10,34,55,0,0,1,0,0,39,84
Andrew MacWilliam,BUF,D,12,0,2,2,-6,12,5,0,0,0,0,0,35,20
Emile Poirier,WPG,LW,6,0,1,1,1,0,2,0,0,0,0,0,7,1
David Wolf,FA,LW,3,0,0,0,0,2,1,0,0,0,0,0,6,0
Bobby Farnham,FA,LW,11,0,0,0,0,24,6,0,0,0,0,0,26,2
Michael Paliotta,NJ,D,1,0,1,1,0,0,2,0,0,0,0,0,0,2
Stefan Noesen,SJ,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ty Rattie,FA,RW,11,0,2,2,0,2,8,0,0,0,0,0,15,4
Matt Donovan,NSH,D,12,0,3,3,4,0,12,0,0,0,0,0,22,16
Chris Wagner,BOS,RW,9,0,0,0,-2,2,7,0,0,0,0,0,22,3
Dalton Prout,SJ,D,63,0,8,8,-14,85,64,0,0,0,0,0,166,84
Brendan Ranford,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Oliver Lauridsen,FA,D,1,0,0,0,-1,10,2,0,0,0,0,0,2,0
Patrice Cormier,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gabriel Dumont,MIN,C,3,0,0,0,-1,0,4,0,0,0,0,0,8,2
Patrik Nemeth,DET,D,22,0,3,3,0,6,16,0,0,0,0,0,28,21
Curtis Hamilton,FA,LW,1,0,0,0,0,5,0,0,0,0,0,0,4,1
Andrew Campbell,FA,D,33,0,1,1,-13,10,28,0,0,0,0,0,67,58
Carter Ashton,FA,RW,7,0,0,0,-3,0,4,0,0,0,0,0,6,3
Tyson Strachan,FA,D,46,0,5,5,-30,44,38,0,0,0,0,1,67,105
Brian McGrattan,FA,RW,8,0,0,0,-2,4,10,0,0,0,0,0,11,1
Bryce Salvador,FA,D,15,0,2,2,-5,20,13,0,0,0,0,0,22,19
Chris Phillips,OTT,D,36,0,3,3,0,12,29,0,0,1,0,0,70,54
Mike Angelidis,FA,LW,3,0,0,0,0,12,0,0,0,0,0,0,5,0
Devin Setoguchi,FA,RW,12,0,0,0,-7,4,12,0,0,0,0,0,12,5
Petter Granberg,FA,D,7,0,0,0,1,6,1,0,0,0,0,0,16,7
Taylor Fedun,DAL,D,7,0,4,4,0,4,12,0,0,2,0,0,0,8
Cody Goloubef,DET,D,36,0,9,9,12,19,23,0,0,0,0,1,44,32
Jordan Caron,FA,RW,30,0,0,0,-2,18,12,0,0,0,0,0,41,8
Peter Regin,FA,C,4,0,1,1,1,0,3,0,0,0,0,0,3,0
Brian Lashoff,DET,D,11,0,2,2,4,6,7,0,0,0,0,0,7,14
Kyle Cumiskey,FA,D,7,0,0,0,-1,0,5,0,0,0,0,0,3,11
Alexandre Bolduc,FA,C,3,0,0,0,-1,2,3,0,0,0,0,0,17,1
Keaton Ellerby,FA,D,1,0,1,1,-1,0,0,0,0,0,0,0,1,1
Jonathon Blum,FA,D,4,0,1,1,-3,2,3,0,0,0,0,0,1,2
Michael Blunden,FA,RW,2,0,0,0,-1,2,0,0,0,0,0,0,7,0
Patrick Kaleta,FA,RW,42,0,3,3,-11,36,25,0,0,0,0,1,88,25
Mark Fraser,FA,D,34,0,4,4,2,55,19,0,0,0,0,1,85,49
Chris Conner,NJ,RW,2,0,0,0,1,4,3,0,0,0,0,0,0,0
Colin Fraser,FA,C,1,0,0,0,-1,0,1,0,0,0,0,0,1,1
Troy Bodie,FA,RW,5,0,0,0,0,5,1,0,0,0,0,0,4,0
Bryan Allen,FA,D,11,0,2,2,-2,6,6,0,0,0,0,0,20,15
Ryan Malone,FA,LW,6,0,0,0,-4,4,6,0,0,0,0,0,14,2
Sam Bennett,CGY,LW,1,0,1,1,-1,0,1,0,0,0,0,0,0,0
Tyler Graovac,VAN,C,3,0,0,0,0,0,4,0,0,0,0,0,0,2
Shane Prince,FA,LW,2,0,1,1,1,0,2,0,0,0,0,0,2,0
Eriah Hayes,FA,RW,4,0,0,0,-2,2,10,0,0,0,0,0,7,4
Raman Hrabarenka,FA,D,1,0,0,0,1,0,0,0,0,0,0,0,1,3
Corban Knight,FA,C,2,0,0,0,0,0,2,0,0,0,0,0,4,1
Luke Witkowski,TB,RW,16,0,0,0,0,15,10,0,0,0,0,0,37,20
